iter	RMSE
225	12.66958666
226	12.65919142
227	12.64590386
228	12.63990107
229	12.62086376
230	12.60689312
231	12.59888198
232	12.58210833
233	12.57493434
234	12.57389719
235	12.56978778
236	12.55713193
237	12.55423617
238	12.55091231
239	12.5379459
240	12.53000588
241	12.52104195
242	12.509106
243	12.49441527
244	12.48009573
245	12.46365191
246	12.45391724
247	12.43910015
248	12.43177765
249	12.42455501
250	12.41931639
251	12.41084985
252	12.40706773
253	12.39826751
254	12.39655225
255	12.37220195
256	12.35271659
257	12.33723531
258	12.32611213
259	12.31358482
260	12.30628576
261	12.28964795
262	12.27516963
263	12.25746104
264	12.25650736
265	12.25314076
266	12.24892482
267	12.24436375
268	12.2334973
269	12.23061339
270	12.22079338
271	12.21071084
272	12.19766284
273	12.18359458
274	12.16396384
275	12.14113429
276	12.13534023
277	12.12122004
278	12.10927716
279	12.10014131
280	12.09244206
281	12.08431565
282	12.07741858
283	12.06319854
284	12.06086891
285	12.05783595
286	12.04372414
287	12.02853063
288	12.01744722
289	12.00242781
290	11.99686495
291	11.98687726
292	11.97158605
293	11.95264871
294	11.94022172
295	11.92887378
296	11.92047851
297	11.91739365
298	11.90389552
299	11.90081556
300	11.89429014
301	11.86594231
302	11.84574518
303	11.83473688
304	11.83073322
305	11.81273863
306	11.80610042
307	11.80519896
308	11.78951708
309	11.77742046
310	11.77511531
311	11.76447597
312	11.74743707
313	11.74065899
314	11.73706412
315	11.72373576
316	11.72202489
317	11.71643651
318	11.70758334
319	11.70744701
320	11.69645529
321	11.6959374
322	11.69206747
323	11.68385138
324	11.67427109
325	11.66755767
326	11.66551344
327	11.65298171
328	11.64442454
329	11.62942874
330	11.62172556
331	11.61222138
332	11.61115744
333	11.59894937
334	11.58718311
335	11.58476572
336	11.58071824
337	11.5699878
338	11.56438027
339	11.55808131
340	11.54508428
341	11.53355079
342	11.52542956
343	11.52002412
344	11.51774546
345	11.51031103
346	11.49422573
347	11.48148322
348	11.47032454
349	11.45657446
350	11.44014011
351	11.43661189
352	11.43274667
353	11.42960902
354	11.42217648
355	11.40877507
356	11.39542496
357	11.38484055
358	11.37104771
359	11.35717665
360	11.34762844
361	11.3309737
362	11.3290467
363	11.31321066
364	11.30135486
365	11.29340818
366	11.27714296
367	11.26751134
368	11.2602008
369	11.25491635
370	11.24598273
371	11.23839795
372	11.23288904
373	11.22205983
374	11.20810211
375	11.19760505
376	11.18922038
377	11.18401194
378	11.17947656
379	11.1758752
380	11.16916239
381	11.15400557
382	11.14364051
383	11.1333565
384	11.12288767
385	11.11953326
386	11.11731596
387	11.11192416
388	11.11026167
389	11.10660628
390	11.09590978
391	11.09489198
392	11.08994661
393	11.07450778
394	11.07262474
395	11.06658229
396	11.06025426
397	11.04868859
398	11.03915156
399	11.03781455
400	11.02935706
401	11.0285953
402	11.02166007
403	11.00811907
404	11.00084677
405	10.99942313
406	10.99170496
407	10.98299669
408	10.96806762
409	10.96550625
410	10.96427486
411	10.95971897
412	10.95362222
413	10.94712818
414	10.93898695
415	10.93604961
416	10.92546366
417	10.91912855
418	10.91316085
419	10.9119747
420	10.90589558
421	10.89748685
422	10.89488278
423	10.87576302
424	10.87031405
425	10.86522213
426	10.85962125
427	10.85752149
428	10.85706176
429	10.85037545
430	10.8455991
431	10.8404664
432	10.83737234
433	10.83500512
434	10.83262255
435	10.83076641
436	10.82132607
437	10.81359482
438	10.79944475
439	10.79633797
440	10.78287117
441	10.77870979
442	10.77448289
443	10.77122709
444	10.76206987
445	10.75227508
446	10.73969591
447	10.73929691
448	10.73504443
449	10.73362473
450	10.72906434
451	10.716448
452	10.71103382
453	10.70074938
454	10.69931154
455	10.69566478
456	10.69334085
457	10.69063913
458	10.68447467
459	10.67409223
460	10.6641519
461	10.65122498
462	10.6419362
463	10.63606475
464	10.62924377
465	10.62179785
466	10.60855699
467	10.60117165
468	10.59304724
469	10.58444436
470	10.57323239
471	10.56113385
472	10.55766043
473	10.54903535
474	10.54213767
475	10.53445333
476	10.53222592
477	10.52814777
478	10.52678675
479	10.51431881
480	10.50600098
481	10.49643374
482	10.48690594
483	10.46874024
484	10.46656329
485	10.46498471
486	10.45839539
487	10.45787714
488	10.44775788
489	10.44769501
490	10.4392314
491	10.43494616
492	10.42292559
493	10.41117656
494	10.4073433
495	10.40134631
496	10.38609585
497	10.37771612
498	10.37240015
499	10.36748627
